No,TimeStamp,Message,Predict,Conf,Answer
29/09/2022:21:45:32,เซฟยังไง,การบันทึก,98.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:21:45:41,3,3-การดำเนินการตามแผนการจัดการศึกษา,98.0%,โครงการที่ไม่ได้ทำ โรงเรียนสามารถกดยกเลิกโครงการได้ ในขั้นที่ 3 อย่างไรก็ตามโรงเรียนสามารถเลือกดำเนินได้หลากหลายวิธีตามความเหมาะสมและดุลพินิจของผู้บริหารสถานศึกษา เช่น ปรับแผนปฏิบัติการประจำปี ,ปรับโครงการ ,ยกเลิกโครงการ
29/09/2022:21:46:03,เซฟยังไง,การบันทึก,98.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:21:46:34,3,3-การดำเนินการตามแผนการจัดการศึกษา,98.0%,โครงการที่ไม่ได้ทำ โรงเรียนสามารถกดยกเลิกโครงการได้ ในขั้นที่ 3 อย่างไรก็ตามโรงเรียนสามารถเลือกดำเนินได้หลากหลายวิธีตามความเหมาะสมและดุลพินิจของผู้บริหารสถานศึกษา เช่น ปรับแผนปฏิบัติการประจำปี ,ปรับโครงการ ,ยกเลิกโครงการ
29/09/2022:21:46:38,3,3-การดำเนินการตามแผนการจัดการศึกษา,98.0%,โครงการที่ไม่ได้ทำ โรงเรียนสามารถกดยกเลิกโครงการได้ ในขั้นที่ 3 อย่างไรก็ตามโรงเรียนสามารถเลือกดำเนินได้หลากหลายวิธีตามความเหมาะสมและดุลพินิจของผู้บริหารสถานศึกษา เช่น ปรับแผนปฏิบัติการประจำปี ,ปรับโครงการ ,ยกเลิกโครงการ
29/09/2022:21:47:03,3,3-การดำเนินการตามแผนการจัดการศึกษา,98.0%,โครงการที่ไม่ได้ทำ โรงเรียนสามารถกดยกเลิกโครงการได้ ในขั้นที่ 3 อย่างไรก็ตามโรงเรียนสามารถเลือกดำเนินได้หลากหลายวิธีตามความเหมาะสมและดุลพินิจของผู้บริหารสถานศึกษา เช่น ปรับแผนปฏิบัติการประจำปี ,ปรับโครงการ ,ยกเลิกโครงการ
29/09/2022:21:47:26,เซฟยังไง,การบันทึก,98.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:21:47:37,การกำหนดมาตรฐาน,1-กำหนดมาตรฐาน,75.0%,วิธีการใส่ข้อมูลขั้นที่ 1 กำหนดมาตรฐานฯ หากเข้ามาครั้งแรกให้คลิกปุ่มเพิ่มมาตรฐาน มุมบนขวามือ สามารถดูวิธีการแบบ VDO ได้ผ่านlink นี้ 👉https://youtu.be/1Ii49Vr8ssA
29/09/2022:21:47:54,การหำหนดมาตรฐาน,False,47.0%,ไม่เข้าใจคำถามค่ะ กรุณาถามใหม่อีกทีนะคะ
29/09/2022:21:48:05,การกำหนดมาตรฐาน,1-กำหนดมาตรฐาน,75.0%,วิธีการใส่ข้อมูลขั้นที่ 1 กำหนดมาตรฐานฯ หากเข้ามาครั้งแรกให้คลิกปุ่มเพิ่มมาตรฐาน มุมบนขวามือ สามารถดูวิธีการแบบ VDO ได้ผ่านlink นี้ 👉https://youtu.be/1Ii49Vr8ssA
29/09/2022:21:48:13,เซฟยังไง,การบันทึก,98.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:21:48:18,การกำหนดมาตรฐาน,1-กำหนดมาตรฐาน,75.0%,วิธีการใส่ข้อมูลขั้นที่ 1 กำหนดมาตรฐานฯ หากเข้ามาครั้งแรกให้คลิกปุ่มเพิ่มมาตรฐาน มุมบนขวามือ สามารถดูวิธีการแบบ VDO ได้ผ่านlink นี้ 👉https://youtu.be/1Ii49Vr8ssA
29/09/2022:21:48:21,การกำหนดมาตรฐาน,1-กำหนดมาตรฐาน,75.0%,วิธีการใส่ข้อมูลขั้นที่ 1 กำหนดมาตรฐานฯ หากเข้ามาครั้งแรกให้คลิกปุ่มเพิ่มมาตรฐาน มุมบนขวามือ สามารถดูวิธีการแบบ VDO ได้ผ่านlink นี้ 👉https://youtu.be/1Ii49Vr8ssA
29/09/2022:21:50:59,ด,False,39.0%,ไม่เข้าใจคำถามค่ะ กรุณาถามใหม่อีกทีนะคะ
29/09/2022:21:51:07,เซฟยังไง,การบันทึก,98.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:21:51:16,เซฟยังไง,การบันทึก,98.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:21:51:28,เซฟยังไง,การบันทึก,98.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:21:51:35,safeยังไง,False,26.0%,ไม่เข้าใจคำถามค่ะ กรุณาถามใหม่อีกทีนะคะ
29/09/2022:21:52:23,save ยังไง?,การบันทึก,96.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:21:52:29,3,3-การดำเนินการตามแผนการจัดการศึกษา,98.0%,โครงการที่ไม่ได้ทำ โรงเรียนสามารถกดยกเลิกโครงการได้ ในขั้นที่ 3 อย่างไรก็ตามโรงเรียนสามารถเลือกดำเนินได้หลากหลายวิธีตามความเหมาะสมและดุลพินิจของผู้บริหารสถานศึกษา เช่น ปรับแผนปฏิบัติการประจำปี ,ปรับโครงการ ,ยกเลิกโครงการ
29/09/2022:21:53:18,dfaf,False,98.0%,ไม่เข้าใจคำถามค่ะ กรุณาถามใหม่อีกทีนะคะ
29/09/2022:21:53:18,เซฟยังไง,การบันทึก,98.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:21:53:26,เซฟยังไง,การบันทึก,98.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:21:53:30,3,3-การดำเนินการตามแผนการจัดการศึกษา,98.0%,โครงการที่ไม่ได้ทำ โรงเรียนสามารถกดยกเลิกโครงการได้ ในขั้นที่ 3 อย่างไรก็ตามโรงเรียนสามารถเลือกดำเนินได้หลากหลายวิธีตามความเหมาะสมและดุลพินิจของผู้บริหารสถานศึกษา เช่น ปรับแผนปฏิบัติการประจำปี ,ปรับโครงการ ,ยกเลิกโครงการ
29/09/2022:21:53:39,save ยังไง,การบันทึก,99.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:21:53:40,เซฟยังไง,การบันทึก,98.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:21:53:47,3,3-การดำเนินการตามแผนการจัดการศึกษา,98.0%,โครงการที่ไม่ได้ทำ โรงเรียนสามารถกดยกเลิกโครงการได้ ในขั้นที่ 3 อย่างไรก็ตามโรงเรียนสามารถเลือกดำเนินได้หลากหลายวิธีตามความเหมาะสมและดุลพินิจของผู้บริหารสถานศึกษา เช่น ปรับแผนปฏิบัติการประจำปี ,ปรับโครงการ ,ยกเลิกโครงการ
29/09/2022:21:53:55,safe ยังไง,False,48.0%,ไม่เข้าใจคำถามค่ะ กรุณาถามใหม่อีกทีนะคะ
29/09/2022:21:54:01,เซฟยังงัย,การบันทึก,98.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:21:54:05,3,3-การดำเนินการตามแผนการจัดการศึกษา,98.0%,โครงการที่ไม่ได้ทำ โรงเรียนสามารถกดยกเลิกโครงการได้ ในขั้นที่ 3 อย่างไรก็ตามโรงเรียนสามารถเลือกดำเนินได้หลากหลายวิธีตามความเหมาะสมและดุลพินิจของผู้บริหารสถานศึกษา เช่น ปรับแผนปฏิบัติการประจำปี ,ปรับโครงการ ,ยกเลิกโครงการ
29/09/2022:21:57:30,เซฟยังไง,การบันทึก,98.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:22:11:47,save ยังไง,การบันทึก,99.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:22:12:17,save ยังไง?,การบันทึก,96.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:22:12:22,save ยังไงขั้น3,3-การบันทึกข้อมูล,99.0%,ท่านสามารถศึกษาจากVDO อธิบายการบันทึกข้อมูล ขั้นที่ 4 การติดตามตรวจสอบคุณภาพการจัดการศึกษา👉 https: //youtu.be/A1VT1rJxKMU
29/09/2022:22:12:44,save ยังไง?ขั้น3,3-การบันทึกข้อมูล,99.0%,ท่านสามารถศึกษาจากVDO อธิบายการบันทึกข้อมูล ขั้นที่ 4 การติดตามตรวจสอบคุณภาพการจัดการศึกษา👉 https: //youtu.be/A1VT1rJxKMU
29/09/2022:22:13:15,save ยังไง,การบันทึก,99.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:22:13:21,เซฟยังไง,การบันทึก,98.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:22:13:29,save ยังไงขั้น7,7-บันทึกข้อมูล,99.0%,วิธีการบันทึกข้อมูลขั้นที่ 7 การพัฒนาคุณภาพการศึกษาอย่างต่อเนื่องคลิก https://drive.google.com/file/d/1qEtPj_WaaNKBu1v9K3TLqLJ0rwPa0tQ0/view สำหรับข้อมูลโครงการและกิจกรรมให้ใส่เฉพาะที่สอดคล้องกับแนวทางการพัฒนาในอนาคตที่โรงเรียนเขียนไว้
29/09/2022:22:13:34,เซฟยังไงขั้น3,3-การบันทึกข้อมูล,99.0%,ท่านสามารถศึกษาจากVDO อธิบายการบันทึกข้อมูล ขั้นที่ 4 การติดตามตรวจสอบคุณภาพการจัดการศึกษา👉 https: //youtu.be/A1VT1rJxKMU
29/09/2022:22:28:39,เซฟยังไง,การบันทึก,98.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:22:28:48,เซฟยังไงขั้น3,3-การบันทึกข้อมูล,99.0%,ท่านสามารถศึกษาจากVDO อธิบายการบันทึกข้อมูล ขั้นที่ 4 การติดตามตรวจสอบคุณภาพการจัดการศึกษา👉 https: //youtu.be/A1VT1rJxKMU
29/09/2022:22:28:53,การกำหนดมาตรฐาน,1-กำหนดมาตรฐาน,75.0%,วิธีการใส่ข้อมูลขั้นที่ 1 กำหนดมาตรฐานฯ หากเข้ามาครั้งแรกให้คลิกปุ่มเพิ่มมาตรฐาน มุมบนขวามือ สามารถดูวิธีการแบบ VDO ได้ผ่านlink นี้ 👉https://youtu.be/1Ii49Vr8ssA
29/09/2022:22:29:13,เซฟขั้นตอนที่ 3 ยังไง,3-การบันทึกข้อมูล,99.0%,ท่านสามารถศึกษาจากVDO อธิบายการบันทึกข้อมูล ขั้นที่ 4 การติดตามตรวจสอบคุณภาพการจัดการศึกษา👉 https: //youtu.be/A1VT1rJxKMU
29/09/2022:22:29:27,ขั้นตอนที่ 5.2 ไม่มีข้อมูล,5.2-ไม่มีข้อมูล,99.0%,เนื่องจากผู้ประเมินยังไม่ได้ยืนยันผลการประเมินในระบบ ครบทุกท่าน
29/09/2022:22:30:44,ไม่มีข้อมูลิั,False,43.0%,ไม่เข้าใจคำถามค่ะ กรุณาถามใหม่อีกทีนะคะ
29/09/2022:22:30:51,ไม่มีข้อมูลอะ,ไม่มีข้อมูล,93.0%,ไม่มีข้อมูล
29/09/2022:22:38:01,ไม่มีข้อมูลอะ,ไม่มีข้อมูล,93.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:22:38:08,ไม่มีข้อมูลอะขั้น5.2,2.1-แผนพัฒนาฯไม่มีข้อมูล,75.0%,เบื้องต้นให้ตรวจสอบว่าปีนี้เป็นปีที่โรงเรียนจัดทำแผนพัฒนาการจัดการศึกษาฉบับใหม่หรือไม่ ซึ่งหากเป็นปีที่โรงเรียนทำแผนพัฒนาฉบับใหม่ระบบจะไม่ดึงข้อมูลปีที่ผ่านมาเพื่อให้โรงเรียนบันทึกข้อมูลใหม่ได้สะดวก แต่หากปีนี้ไม่ใช่ปีที่โรงเรียนจัดทำแผนพัฒนาฉบับใหม่ และระบบไม่ดึงข้อมูลปีที่ผ่านมา เบื้องต้นให้โรงเรียนตรวจสอบว่าปีที่ผ่านใส่ระยะเวลาของแผนพัฒนาถูกต้องหรือไม่ หากตรวจสอบว่าปีที่ผ่านมีการใส่ปีพ.ศ.ตรงระยะเวลา ผิด โปรดแจ้งชื่อโรงเรียน เขต และระดับการศึกษา และระยะเวลา พ.ศ. - พ.ศ. เพื่อให้เจ้าหน้าที่แก้ไข หรือติดต่อ 02-4376631-5 ต่อ 3477
29/09/2022:22:38:14,ไม่มีข้อมูลอะ,ไม่มีข้อมูล,93.0%,ขั้นตอนที่เท่าไหร่หรอคะ
29/09/2022:22:38:21,ไม่มีข้อมูลอะขั้นตอนที่ 5.2 ค่ะ,2.1-แผนพัฒนาฯไม่มีข้อมูล,75.0%,เบื้องต้นให้ตรวจสอบว่าปีนี้เป็นปีที่โรงเรียนจัดทำแผนพัฒนาการจัดการศึกษาฉบับใหม่หรือไม่ ซึ่งหากเป็นปีที่โรงเรียนทำแผนพัฒนาฉบับใหม่ระบบจะไม่ดึงข้อมูลปีที่ผ่านมาเพื่อให้โรงเรียนบันทึกข้อมูลใหม่ได้สะดวก แต่หากปีนี้ไม่ใช่ปีที่โรงเรียนจัดทำแผนพัฒนาฉบับใหม่ และระบบไม่ดึงข้อมูลปีที่ผ่านมา เบื้องต้นให้โรงเรียนตรวจสอบว่าปีที่ผ่านใส่ระยะเวลาของแผนพัฒนาถูกต้องหรือไม่ หากตรวจสอบว่าปีที่ผ่านมีการใส่ปีพ.ศ.ตรงระยะเวลา ผิด โปรดแจ้งชื่อโรงเรียน เขต และระดับการศึกษา และระยะเวลา พ.ศ. - พ.ศ. เพื่อให้เจ้าหน้าที่แก้ไข หรือติดต่อ 02-4376631-5 ต่อ 3477
30/09/2022:10:43:14,เซฟยังไง,การบันทึก,98.0%,ขั้นตอนที่เท่าไหร่หรอคะ
30/09/2022:10:43:19,เซฟยังไงขั้น3,3-การบันทึกข้อมูล,99.0%,ท่านสามารถศึกษาจากVDO อธิบายการบันทึกข้อมูล ขั้นที่ 4 การติดตามตรวจสอบคุณภาพการจัดการศึกษา👉 https: //youtu.be/A1VT1rJxKMU
30/09/2022:10:46:34,ไม่มีข้อมูลทำไง,ไม่มีข้อมูล,97.0%,ขั้นตอนที่เท่าไหร่หรอคะ
30/09/2022:10:46:38,ไม่มีข้อมูลทำไงขั้น5-2,ไม่มีข้อมูล,72.0%,ไม่มีข้อมูล
30/09/2022:10:46:46,ไม่มีข้อมูลทำไง,ไม่มีข้อมูล,97.0%,ขั้นตอนที่เท่าไหร่หรอคะ
30/09/2022:10:46:49,ไม่มีข้อมูลทำไงขั้น5.2,2.1-แผนพัฒนาฯไม่มีข้อมูล,84.0%,เบื้องต้นให้ตรวจสอบว่าปีนี้เป็นปีที่โรงเรียนจัดทำแผนพัฒนาการจัดการศึกษาฉบับใหม่หรือไม่ ซึ่งหากเป็นปีที่โรงเรียนทำแผนพัฒนาฉบับใหม่ระบบจะไม่ดึงข้อมูลปีที่ผ่านมาเพื่อให้โรงเรียนบันทึกข้อมูลใหม่ได้สะดวก แต่หากปีนี้ไม่ใช่ปีที่โรงเรียนจัดทำแผนพัฒนาฉบับใหม่ และระบบไม่ดึงข้อมูลปีที่ผ่านมา เบื้องต้นให้โรงเรียนตรวจสอบว่าปีที่ผ่านใส่ระยะเวลาของแผนพัฒนาถูกต้องหรือไม่ หากตรวจสอบว่าปีที่ผ่านมีการใส่ปีพ.ศ.ตรงระยะเวลา ผิด โปรดแจ้งชื่อโรงเรียน เขต และระดับการศึกษา และระยะเวลา พ.ศ. - พ.ศ. เพื่อให้เจ้าหน้าที่แก้ไข หรือติดต่อ 02-4376631-5 ต่อ 3477
07/10/2022:13:17:45,สวัสดีครับ,ทักทาย,98.0%,สวัสดีค่า ต้องการสอบถามเรื่องอะไรหรอคะ
07/10/2022:13:22:48,สวัสดีค่ะ,ทักทาย,98.0%,สวัสดีค่ะ ต้องการสอบถามเรื่องอะไรคะ
07/10/2022:13:23:00,การกำหนดมาตรฐานในขั้นตอนที่ 1 ครับ,False,27.0%,ไม่เข้าใจคำถามค่ะ กรุณาถามใหม่อีกทีหรือติดต่อเจ้าหน้าที่นะคะ
07/10/2022:13:23:27,กำหนดมาตรฐานขั้นตอนที่ 1 ยังไงหรอครับ,1-กำหนดมาตรฐาน,84.0%,วิธีการใส่ข้อมูลขั้นที่ 1 กำหนดมาตรฐานฯ หากเข้ามาครั้งแรกให้คลิกปุ่มเพิ่มมาตรฐาน มุมบนขวามือ สามารถดูวิธีการแบบ VDO ได้ผ่านlink นี้ 👉https://youtu.be/1Ii49Vr8ssA
07/10/2022:13:26:49,กำหนดมาตรฐาน,1-กำหนดมาตรฐาน,99.0%,วิธีการใส่ข้อมูลขั้นที่ 1 กำหนดมาตรฐานฯ หากเข้ามาครั้งแรกให้คลิกปุ่มเพิ่มมาตรฐาน มุมบนขวามือ สามารถดูวิธีการแบบ VDO ได้ผ่านlink นี้ 👉https://youtu.be/1Ii49Vr8ssA
07/10/2022:13:26:57,ขั้นแรกกำหนดมาตรฐานอย่างไร,1-กำหนดมาตรฐาน,99.0%,วิธีการใส่ข้อมูลขั้นที่ 1 กำหนดมาตรฐานฯ หากเข้ามาครั้งแรกให้คลิกปุ่มเพิ่มมาตรฐาน มุมบนขวามือ สามารถดูวิธีการแบบ VDO ได้ผ่านlink นี้ 👉https://youtu.be/1Ii49Vr8ssA
07/10/2022:13:27:02,เริ่มทำยังไง ขั้น1,1-กำหนดมาตรฐาน,99.0%,วิธีการใส่ข้อมูลขั้นที่ 1 กำหนดมาตรฐานฯ หากเข้ามาครั้งแรกให้คลิกปุ่มเพิ่มมาตรฐาน มุมบนขวามือ สามารถดูวิธีการแบบ VDO ได้ผ่านlink นี้ 👉https://youtu.be/1Ii49Vr8ssA
07/10/2022:13:27:07,วิธีการกำหนดมาตรฐานต้องทำเช่นไร ขั้นตอนที่1,1-กำหนดมาตรฐาน,99.0%,วิธีการใส่ข้อมูลขั้นที่ 1 กำหนดมาตรฐานฯ หากเข้ามาครั้งแรกให้คลิกปุ่มเพิ่มมาตรฐาน มุมบนขวามือ สามารถดูวิธีการแบบ VDO ได้ผ่านlink นี้ 👉https://youtu.be/1Ii49Vr8ssA
07/10/2022:13:27:16,วิธีการใส่ข้อมูล ขั้นตอนที่1,1-กำหนดมาตรฐาน,99.0%,วิธีการใส่ข้อมูลขั้นที่ 1 กำหนดมาตรฐานฯ หากเข้ามาครั้งแรกให้คลิกปุ่มเพิ่มมาตรฐาน มุมบนขวามือ สามารถดูวิธีการแบบ VDO ได้ผ่านlink นี้ 👉https://youtu.be/1Ii49Vr8ssA
07/10/2022:13:27:23,ปุ่มเพิ่มมาตรฐานอยู่ตรงไหน ขั้น1,1-เพิ่มมาตรฐาน,99.0%,วิธีการเพิ่มมาตรฐานให้คลิกปุ่ม "เพิ่มมาตรฐาน" มุมบนขวามือ สามารถดูวิธีการแบบ VDO ได้ผ่านlink นี้ 👉https://youtu.be/1Ii49Vr8ssA
07/10/2022:13:27:26,ขั้น1 เพิ่มมาตรฐาน,1-เพิ่มมาตรฐาน,99.0%,วิธีการเพิ่มมาตรฐานให้คลิกปุ่ม "เพิ่มมาตรฐาน" มุมบนขวามือ สามารถดูวิธีการแบบ VDO ได้ผ่านlink นี้ 👉https://youtu.be/1Ii49Vr8ssA
07/10/2022:13:27:32,เพิ่มมาตรฐานขั้น1 ทำอย่างไร,1-เพิ่มมาตรฐาน,99.0%,วิธีการเพิ่มมาตรฐานให้คลิกปุ่ม "เพิ่มมาตรฐาน" มุมบนขวามือ สามารถดูวิธีการแบบ VDO ได้ผ่านlink นี้ 👉https://youtu.be/1Ii49Vr8ssA
07/10/2022:13:27:35,มาตรฐานขั้น1 ขึ้นไม่ครบ,1-เพิ่มมาตรฐาน,99.0%,วิธีการเพิ่มมาตรฐานให้คลิกปุ่ม "เพิ่มมาตรฐาน" มุมบนขวามือ สามารถดูวิธีการแบบ VDO ได้ผ่านlink นี้ 👉https://youtu.be/1Ii49Vr8ssA
07/10/2022:13:27:38,หาปุ่มเพิ่มมาตรฐานขั้นแรกไม่เจอ,1-เพิ่มมาตรฐาน,99.0%,วิธีการเพิ่มมาตรฐานให้คลิกปุ่ม "เพิ่มมาตรฐาน" มุมบนขวามือ สามารถดูวิธีการแบบ VDO ได้ผ่านlink นี้ 👉https://youtu.be/1Ii49Vr8ssA
